cotacao_id,tempo_id,empresa_id,preco_abertura,preco_maximo,preco_minimo,preco_fechamento,volume
3913,20090923,1,5.2,5.21,4.6,4.79,95200
3914,20090922,1,4.87,5.19,4.85,5.19,194400
3915,20090921,1,4.89,4.9,4.82,4.89,16400
3916,20090918,1,4.85,4.9,4.721,4.89,59600
3917,20090917,1,4.85,4.88,4.558,4.85,33100
3918,20090916,1,4.43,4.71,4.43,4.7,32600
3919,20090915,1,4.65,4.65,4.5,4.5,6300
3920,20090914,1,4.62,4.7,4.58,4.6,30600
3921,20090911,1,4.69,4.75,4.46,4.65,60100
3922,20090910,1,4.85,4.9,4.51,4.59,246800
3923,20090909,1,4.35,4.35,4.04,4.24,31300
3924,20090908,1,4.33,4.43,4.25,4.43,7800
3925,20090904,1,4.28,4.5,4.28,4.38,7200
3926,20090903,1,4.49,4.6,4.28,4.3701,12000
3927,20090902,1,4.18,4.49,4.16,4.4299,11800
3928,20090901,1,4.31,4.41,4.18,4.18,17700
3929,20090831,1,4.35,4.35,4.25,4.34,10600
3930,20090828,1,4.25,4.3,4.19,4.25,20200
3931,20090827,1,4.26,4.26,4.05,4.25,10600
3932,20090826,1,4.2664,4.37,4.18,4.2701,12700
3933,20090825,1,4.22,4.38,4.18,4.3,24300
3934,20090824,1,4.2,4.4,4.18,4.22,25300
3935,20090821,1,4.26,4.33,3.9501,4.16,34400
3936,20090820,1,3.65,4.0,3.65,3.9201,40900
3937,20090819,1,3.77,3.77,3.55,3.638,18400
3938,20090818,1,3.81,3.9999,3.76,3.78,13800
3939,20090817,1,4.11,4.11,3.7,3.7,34300
3940,20090814,1,4.14,4.14,4.1,4.1,14600
3941,20090813,1,4.1,4.1199,4.08,4.1,32400
3942,20090812,1,4.27,4.27,4.15,4.18,42900
3943,20090811,1,4.35,4.55,4.35,4.3501,42100
3944,20090810,1,4.58,4.58,4.26,4.35,29700
3945,20090807,1,4.37,4.37,4.18,4.35,104100
3946,20090806,1,4.78,4.98,4.38,4.41,153500
3947,20090805,1,4.16,4.75,4.16,4.75,243900
3948,20090804,1,3.88,4.25,3.8124,4.17,201700
3949,20090803,1,3.61,3.9,3.61,3.9,57900
3950,20090731,1,3.7,3.7,3.4596,3.6,24200
3951,20090730,1,3.38,3.85,3.38,3.72,128300
3952,20090729,1,3.42,3.56,3.31,3.31,23800
3953,20090728,1,3.62,3.66,3.4,3.4,16600
3954,20090727,1,3.64,3.7,3.46,3.62,44800
3955,20090724,1,3.58,3.69,3.46,3.58,40500
3956,20090723,1,3.41,3.65,3.3,3.59,91200
3957,20090722,1,3.09,3.5,3.08,3.4,236500
3958,20090721,1,3.23,3.28,3.0,3.18,52100
3959,20090720,1,3.16,3.28,3.0476,3.22,74900
3960,20090717,1,3.2,3.28,3.12,3.17,17100
3961,20090716,1,2.93,3.29,2.93,3.15,18400
3962,20090715,1,2.92,3.06,2.85,3.06,60900
3963,20090714,1,2.9,2.99,2.82,2.99,15100
3964,20090713,1,2.93,3.07,2.8,2.898,40300
3965,20090710,1,3.05,3.08,2.9,2.98,10400
3966,20090709,1,2.93,3.24,2.93,3.18,24700
3967,20090708,1,3.08,3.1701,2.98,2.98,66900
3968,20090707,1,3.35,3.35,3.12,3.12,32500
3969,20090706,1,3.44,3.44,3.12,3.2,64700
3970,20090702,1,3.4,3.44,3.12,3.18,41900
3971,20090701,1,3.59,3.59,3.33,3.46,19900
3972,20090630,1,3.73,3.79,3.3,3.43,54800
3973,20090629,1,3.64,3.82,3.6222,3.6947,118600
3974,20090626,1,3.33,3.6599,3.3,3.61,108100
3975,20090625,1,3.26,3.5,3.13,3.33,53000
3976,20090624,1,3.32,3.32,3.07,3.18,27100
3977,20090623,1,3.3,3.41,2.9,3.05,75000
3978,20090622,1,3.35,3.65,3.06,3.25,114100
3979,20090619,1,3.22,3.4884,3.06,3.41,236500
3980,20090618,1,2.9071,3.01,2.85,2.99,36500
3981,20090617,1,2.81,3.1,2.75,2.9,42300
3982,20090616,1,3.12,3.18,2.89,2.89,68000
3983,20090615,1,3.13,3.2,2.87,3.12,121600
3984,20090612,1,3.25,3.25,3.04,3.15,69500
3985,20090611,1,3.62,3.66,3.17,3.2,161000
3986,20090610,1,3.7,3.71,3.54,3.54,67000
3987,20090609,1,3.77,3.82,3.54,3.63,113700
3988,20090608,1,3.52,3.93,3.44,3.85,219800
3989,20090605,1,3.77,3.77,3.4,3.57,111200
3990,20090604,1,3.4,3.8,3.38,3.6499,184900
3991,20090603,1,3.65,3.65,3.36,3.4899,168300
3992,20090602,1,4.4,4.84,3.4,3.68,840600
3993,20090601,1,4.01,4.23,3.7,3.91,254900
3994,20090529,1,3.94,4.35,3.9,4.23,274700
3995,20090528,1,4.36,4.4,3.51,4.08,279300
3996,20090527,1,4.34,4.98,4.01,4.24,1101000
3997,20090526,1,2.67,4.37,2.67,4.19,1116300
3998,20090522,1,2.18,2.75,2.0395,2.6,162700
3999,20090521,1,2.22,2.31,2.05,2.0801,63100
4000,20090520,1,2.4911,2.7,2.1901,2.2,59100
4001,20090519,1,2.65,2.72,2.45,2.45,44700
4002,20090518,1,2.4,3.07,2.4,2.68,105000
4003,20090515,1,2.37,2.53,2.19,2.4,48800
4004,20090514,1,2.13,2.61,1.87,2.45,106600
4005,20090513,1,2.44,2.54,2.03,2.08,84200
4006,20090512,1,3.1,3.1,2.25,2.57,98100
4007,20090511,1,2.95,2.95,2.7,2.85,60800
4008,20090508,1,3.25,3.25,2.8,2.9799,81100
4009,20090507,1,3.84,3.84,3.0,3.05,171600
4010,20090506,1,3.12,3.89,2.75,3.65,414100
4011,20090505,1,2.97,3.45,2.5,2.88,212300
4012,20090504,1,3.16,3.4,2.8,2.92,111700
4013,20090501,1,3.67,3.86,2.8,3.35,277800
4014,20090430,1,2.35,3.75,2.2501,3.7,353800
4015,20090429,1,2.81,2.81,2.25,2.36,45000
4016,20090428,1,1.85,4.91,1.85,2.57,79500
4017,20090427,1,1.84,1.84,1.84,1.84,300
4018,20090424,1,1.8,1.97,1.8,1.81,4400
4019,20090423,1,1.8,1.87,1.7,1.87,2500
4020,20090422,1,1.99,1.99,1.85,1.85,6800
4021,20090421,1,1.65,2.06,1.62,1.85,42000
4022,20090420,1,1.49,1.6468,1.49,1.58,9100
4023,20090417,1,1.29,1.49,1.29,1.49,5900
4024,20090416,1,1.34,1.35,1.23,1.34,1400
4025,20090415,1,1.38,1.38,1.38,1.38,300
4026,20090414,1,1.32,1.35,1.32,1.35,400
4027,20090413,1,1.35,1.35,1.35,1.35,0
4028,20090409,1,1.35,1.36,1.35,1.3501,1400
4029,20090408,1,1.66,1.66,1.35,1.3501,1900
4030,20090407,1,1.45,1.5,1.45,1.49,900
4031,20090406,1,1.45,1.45,1.39,1.39,6300
4032,20090403,1,1.36,1.5,1.3448,1.5,10100
4033,20090402,1,1.2008,1.34,1.2,1.3,2400
4034,20090401,1,1.22,1.25,1.22,1.24,3800
4035,20090331,1,1.2,1.24,1.2,1.2,1400
4036,20090330,1,1.2,1.36,1.2,1.2,5800
4037,20090327,1,1.4,1.41,1.4,1.4,124800
4038,20090326,1,1.25,1.48,1.21,1.4001,15000
4039,20090325,1,1.02,1.2337,1.02,1.2199,12100
4040,20090324,1,1.0,1.02,0.96,1.0,1700
4041,20090323,1,0.9,1.02,0.9,1.02,2700
4042,20090320,1,0.94,0.94,0.9,0.9,1100
4043,20090319,1,0.94,0.94,0.94,0.94,100
4044,20090318,1,0.9,1.0,0.9,1.0,500
4045,20090317,1,0.94,0.9401,0.9282,0.9282,2900
4046,20090316,1,0.9,0.9,0.9,0.9,1100
4047,20090313,1,0.91,0.91,0.91,0.91,100
4048,20090312,1,0.97,0.97,0.93,0.95,5200
4049,20090311,1,0.85,1.12,0.85,0.97,30600
4050,20090310,1,0.85,0.85,0.79,0.79,1500
4051,20090309,1,0.78,0.88,0.78,0.8,900
4052,20090306,1,0.7,0.84,0.7,0.74,1900
4053,20090305,1,0.7,0.74,0.7,0.7,2900
4054,20090304,1,0.68,0.7,0.68,0.7,500
4055,20090303,1,0.68,0.68,0.6,0.6,3100
4056,20090302,1,0.72,0.72,0.64,0.64,800
4057,20090227,1,0.8,0.8,0.8,0.8,0
4058,20090226,1,0.76,0.8,0.76,0.8,1400
4059,20090225,1,0.74,0.8,0.74,0.8,2100
4060,20090224,1,0.7,0.7,0.7,0.7,2300
4061,20090223,1,0.7,0.71,0.7,0.71,900
4062,20090220,1,0.66,0.7,0.56,0.66,1800
4063,20090219,1,0.68,0.71,0.66,0.7,800
4064,20090218,1,0.75,0.75,0.73,0.73,6100
4065,20090217,1,0.83,0.83,0.79,0.79,5500
4066,20090213,1,0.85,0.85,0.85,0.85,100
4067,20090212,1,0.87,0.87,0.8476,0.8476,200
4068,20090211,1,0.9,0.91,0.9,0.91,1800
4069,20090210,1,0.82,0.9,0.82,0.84,2700
4070,20090209,1,0.94,0.94,0.85,0.85,4600
4071,20090206,1,0.92,0.92,0.92,0.92,1000
4072,20090205,1,0.93,0.93,0.917,0.92,2200
4073,20090204,1,0.9,0.9,0.9,0.9,500
4074,20090203,1,0.9,0.9,0.9,0.9,0
4075,20090202,1,0.9,0.9,0.9,0.9,0
4076,20090130,1,0.87,0.93,0.87,0.9,5000
4077,20090129,1,0.87,0.87,0.87,0.87,0
4078,20090128,1,0.88,0.91,0.87,0.87,900
4079,20090127,1,0.89,0.95,0.85,0.95,2300
4080,20090126,1,0.86,0.86,0.86,0.86,0
4081,20090123,1,0.84,0.89,0.84,0.86,2600
4082,20090122,1,0.87,0.87,0.87,0.87,0
4083,20090121,1,0.9701,0.9701,0.87,0.87,5200
4084,20090120,1,0.92,0.96,0.92,0.96,400
4085,20090116,1,0.92,0.95,0.91,0.91,700
4086,20090115,1,0.89,0.89,0.89,0.89,0
4087,20090114,1,0.89,0.89,0.89,0.89,0
4088,20090113,1,0.89,0.89,0.89,0.89,1000
4089,20090112,1,0.99,1.25,0.9,0.9,24800
4090,20090109,1,0.9999,0.9999,0.99,0.99,2200
4091,20090108,1,0.96,0.98,0.96,0.98,2200
4092,20090107,1,0.9,0.94,0.9,0.94,1700
4093,20090106,1,0.8608,0.8608,0.8608,0.8608,100
4094,20090105,1,0.88,0.9,0.88,0.9,2400
4095,20090102,1,0.84,0.86,0.84,0.86,3400
4096,20081231,1,0.83,0.84,0.82,0.8301,2000
4097,20081230,1,0.8201,0.85,0.82,0.85,1300
4098,20081229,1,0.8596,0.86,0.84,0.85,1500
4099,20081226,1,0.92,0.92,0.82,0.82,6700
4100,20081224,1,0.9,0.9,0.9,0.9,0
4101,20081223,1,0.8997,0.9,0.87,0.9,2300
4102,20081222,1,0.89,0.89,0.89,0.89,200
4103,20081219,1,0.8401,0.89,0.8401,0.88,13600
4104,20081218,1,0.82,0.86,0.82,0.86,4500
4105,20081217,1,0.83,0.85,0.82,0.82,9500
4106,20081216,1,0.9,0.9,0.85,0.8501,4500
4107,20081215,1,0.8401,0.88,0.8401,0.88,2500
4108,20081212,1,0.82,0.86,0.81,0.86,2600
4109,20081211,1,0.88,0.88,0.84,0.846,18500
4110,20081210,1,0.84,0.9,0.84,0.9,1000
4111,20081209,1,1.09,1.09,0.88,0.88,900
4112,20081208,1,0.88,0.88,0.88,0.88,0
4113,20081205,1,0.8299,0.88,0.8299,0.88,300
4114,20081204,1,0.8,0.83,0.8,0.83,10100
4115,20081203,1,0.8,0.82,0.8,0.82,9600
4116,20081202,1,0.8,0.85,0.77,0.8,49100
4117,20081201,1,0.9,0.91,0.8,0.83,137800
4118,20081128,1,0.9,0.9,0.9,0.9,1100
4119,20081126,1,0.95,0.99,0.9034,0.9034,3000
4120,20081125,1,1.0499,1.1,0.89,0.9,17400
4121,20081124,1,0.95,0.95,0.9,0.95,8800
4122,20081121,1,0.95,1.0,0.93,1.0,900
4123,20081120,1,1.0,1.0,0.95,0.95,1700
4124,20081119,1,1.02,1.05,1.0,1.0,1900
4125,20081118,1,1.02,1.05,1.01,1.05,6000
4126,20081117,1,1.01,1.01,1.01,1.01,0
4127,20081114,1,1.01,1.01,1.01,1.01,0
4128,20081113,1,1.0,1.07,1.0,1.01,12300
4129,20081112,1,1.21,1.2101,1.2,1.2,3800
4130,20081111,1,1.21,1.26,1.21,1.26,1100
4131,20081110,1,1.26,1.26,1.26,1.26,0
4132,20081107,1,1.3,1.3,1.2,1.26,4600
4133,20081106,1,1.4,1.4,1.4,1.4,0
4134,20081105,1,1.45,1.45,1.2699,1.4,2800
4135,20081104,1,1.52,1.52,1.35,1.35,6900
4136,20081103,1,1.79,1.79,1.45,1.6,4900
4137,20081031,1,1.57,1.68,1.57,1.63,1900
4138,20081030,1,1.55,1.89,1.55,1.75,9000
4139,20081029,1,1.51,1.51,1.5,1.5,900
4140,20081028,1,1.367,1.367,1.367,1.367,100
4141,20081027,1,1.23,1.4,1.23,1.4,5700
4142,20081024,1,1.4,1.4,1.35,1.35,3500
4143,20081023,1,1.7,1.7,1.27,1.2701,13700
4144,20081022,1,1.56,1.75,1.55,1.55,4600
4145,20081021,1,1.65,1.65,1.6499,1.65,12400
4146,20081020,1,1.65,1.65,1.65,1.65,0
4147,20081017,1,1.65,1.65,1.65,1.65,0
4148,20081016,1,1.65,1.65,1.65,1.65,100
4149,20081015,1,1.7,1.75,1.6,1.7,8300
4150,20081014,1,1.34,1.84,1.34,1.6001,7900
4151,20081013,1,1.74,1.74,1.5,1.5,1100
4152,20081010,1,1.47,1.56,1.4,1.55,5500
4153,20081009,1,1.63,1.63,1.53,1.5999,1300
4154,20081008,1,1.86,1.86,1.62,1.7499,3200
4155,20081007,1,2.0,2.0,1.86,1.87,4400
4156,20081006,1,2.25,2.25,1.89,1.96,4100
4157,20081003,1,2.14,2.14,2.034,2.034,1500
4158,20081002,1,2.0701,2.0701,2.0701,2.0701,500
4159,20081001,1,2.25,2.25,2.0847,2.15,8600
4160,20080930,1,2.0999,2.37,2.0999,2.34,17600
4161,20080929,1,2.5,2.53,1.9,2.05,33600
4162,20080926,1,2.57,2.6,2.57,2.6,600
4163,20080925,1,2.52,2.69,2.5,2.6,700
4164,20080924,1,2.69,2.69,2.69,2.69,0
4165,20080923,1,2.6831,2.69,2.6,2.69,800
4166,20080922,1,2.7,2.8,2.63,2.63,5200
4167,20080919,1,2.6001,2.69,2.6,2.63,2000
4168,20080918,1,2.6,2.69,2.5,2.69,1900
4169,20080917,1,2.74,2.74,2.6,2.6,1100
4170,20080916,1,2.7,2.77,2.6,2.77,4100
4171,20080915,1,2.74,2.8,2.5,2.69,3900
4172,20080912,1,3.09,3.09,2.77,2.87,18600
4173,20080911,1,2.45,2.87,2.45,2.84,29600
4174,20080910,1,2.3001,2.3001,2.2001,2.2001,1800
4175,20080909,1,2.265,2.4,2.26,2.2738,2500
4176,20080908,1,2.3,2.3,2.3,2.3,0
4177,20080905,1,2.3,2.3,2.3,2.3,0
4178,20080904,1,2.45,2.45,2.3,2.3,1700
4179,20080903,1,2.52,2.75,2.42,2.5,5500
4180,20080902,1,2.05,2.5,2.05,2.32,12200
4181,20080829,1,1.96,1.96,1.96,1.96,1200
4182,20080828,1,1.87,1.96,1.87,1.96,2000
4183,20080827,1,1.86,1.93,1.85,1.9299,1700
4184,20080826,1,1.95,1.95,1.95,1.95,0
4185,20080825,1,1.96,1.96,1.91,1.95,6900
4186,20080822,1,1.96,1.96,1.96,1.96,0
4187,20080821,1,2.01,2.01,1.96,1.96,500
4188,20080820,1,1.96,1.96,1.8501,1.96,1500
4189,20080819,1,2.16,2.16,1.78,1.9,6100
4190,20080818,1,2.02,2.02,2.0001,2.0001,900
4191,20080815,1,2.05,2.05,2.05,2.05,0
4192,20080814,1,2.05,2.05,2.05,2.05,0
4193,20080813,1,2.05,2.05,2.05,2.05,1000
4194,20080812,1,2.13,2.13,2.13,2.13,0
4195,20080811,1,2.11,2.13,2.11,2.13,1000
4196,20080808,1,2.09,2.11,2.05,2.11,500
4197,20080807,1,2.05,2.05,2.05,2.05,0
4198,20080806,1,2.05,2.05,2.05,2.05,1300
4199,20080805,1,2.05,2.08,2.05,2.05,3000
4200,20080804,1,2.14,2.14,2.14,2.14,0
4201,20080801,1,2.14,2.14,2.14,2.14,0
4202,20080731,1,2.14,2.14,2.14,2.14,200
4203,20080730,1,2.14,2.14,2.14,2.14,0
4204,20080729,1,2.05,2.14,2.05,2.14,900
4205,20080728,1,2.15,2.15,2.15,2.15,0
4206,20080725,1,2.04,2.15,2.04,2.15,400
4207,20080724,1,2.05,2.0505,2.05,2.0505,1300
4208,20080723,1,2.05,2.05,2.05,2.05,500
4209,20080722,1,2.03,2.05,2.03,2.05,1100
4210,20080721,1,2.05,2.05,2.05,2.05,100
4211,20080718,1,2.05,2.05,2.05,2.05,200
4212,20080717,1,2.0,2.02,2.0,2.02,400
4213,20080716,1,1.98,1.9856,1.98,1.9856,1900
4214,20080715,1,2.0,2.0,2.0,2.0,0
4215,20080714,1,2.0,2.0,1.95,2.0,16200
4216,20080711,1,2.1,2.1,2.1,2.1,100
4217,20080710,1,2.27,2.27,2.05,2.1,2500
4218,20080709,1,2.0,2.1,2.0,2.1,1600
4219,20080708,1,2.04,2.04,2.04,2.04,100
4220,20080707,1,1.83,2.0,1.83,2.0,16800
4221,20080703,1,2.02,2.02,1.98,1.98,4200
4222,20080702,1,2.11,2.11,1.91,2.01,29200
4223,20080701,1,2.3,2.3,2.3,2.3,0
4224,20080630,1,2.29,2.304,2.29,2.304,700
4225,20080627,1,2.28,2.29,2.28,2.29,2100
4226,20080626,1,2.43,2.4301,2.33,2.33,2200
4227,20080625,1,2.48,2.48,2.48,2.48,200
4228,20080624,1,2.48,2.48,2.48,2.48,0
4229,20080623,1,2.4,2.48,2.4,2.48,2300
4230,20080620,1,2.48,2.48,2.48,2.48,100
4231,20080619,1,2.434,2.5,2.434,2.5,1400
4232,20080618,1,2.28,2.67,2.28,2.5,5600
4233,20080617,1,2.3,2.49,2.3,2.49,5400
4234,20080616,1,2.31,2.4,2.3,2.4,1000
4235,20080613,1,2.3,2.4,2.25,2.4,15000
4236,20080612,1,2.29,2.29,2.29,2.29,1500
4237,20080611,1,2.08,2.2,2.08,2.2,1500
4238,20080610,1,2.39,2.39,2.01,2.05,4400
4239,20080609,1,2.25,2.25,2.2,2.2,300
4240,20080606,1,2.22,2.35,2.22,2.25,1400
4241,20080605,1,2.3,2.4,2.3,2.4,7200
4242,20080604,1,2.35,2.35,2.25,2.33,36400
4243,20080603,1,2.19,2.19,2.19,2.19,0
4244,20080602,1,2.39,2.39,2.186,2.186,1700
4245,20080530,1,2.32,2.32,2.286,2.286,700
4246,20080529,1,2.15,2.15,2.15,2.15,1400
4247,20080528,1,2.11,2.21,2.0599,2.21,1900
4248,20080527,1,2.18,2.18,2.1,2.11,1100
4249,20080523,1,2.2,2.2,2.2,2.2,3500
4250,20080522,1,2.2,2.2,2.2,2.2,1000
4251,20080521,1,2.02,2.25,2.02,2.25,1200
4252,20080520,1,2.11,2.21,2.11,2.21,300
4253,20080519,1,2.02,2.12,2.02,2.12,4200
4254,20080516,1,2.0899,2.09,2.0899,2.09,2000
4255,20080515,1,2.1,2.1,2.0,2.02,8400
4256,20080514,1,2.1,2.1,2.0,2.07,14300
4257,20080513,1,2.2,2.24,2.1,2.1,4600
4258,20080512,1,2.28,2.2901,2.0999,2.16,17700
4259,20080509,1,2.29,2.29,2.1,2.29,13900
4260,20080508,1,2.3999,2.3999,2.0201,2.15,10100
4261,20080507,1,2.3,2.36,2.16,2.3,9900
4262,20080506,1,2.35,2.35,2.2,2.2,7200
4263,20080505,1,2.39,2.4,2.25,2.35,7300
4264,20080502,1,2.35,2.404,2.29,2.3999,4300
4265,20080501,1,2.58,2.58,2.19,2.2999,22600
4266,20080430,1,2.4,2.55,2.3601,2.55,17300
4267,20080429,1,2.8,2.8,2.5,2.5,15000
4268,20080428,1,2.84,2.9499,2.7,2.8,8900
4269,20080425,1,2.84,2.9399,2.64,2.84,2500
4270,20080424,1,2.91,2.91,2.6401,2.84,7300
4271,20080423,1,2.65,2.8799,2.65,2.8799,4200
4272,20080422,1,2.74,2.75,2.64,2.744,4900
4273,20080421,1,2.62,2.74,2.62,2.74,11600
4274,20080418,1,2.71,2.8499,2.67,2.8499,2500
4275,20080417,1,2.9,2.9,2.7,2.72,6600
4276,20080416,1,2.9899,2.99,2.9,2.9,7500
4277,20080415,1,3.0,3.0,3.0,3.0,0
4278,20080414,1,3.0,3.0001,3.0,3.0,7500
4279,20080411,1,3.05,3.05,3.05,3.05,0
4280,20080410,1,2.98,3.05,2.98,3.05,2600
4281,20080409,1,2.95,3.05,2.95,3.05,300
4282,20080408,1,2.98,3.03,2.85,2.85,6500
4283,20080407,1,2.95,2.95,2.95,2.95,300
4284,20080404,1,2.87,2.9999,2.75,2.9999,14500
4285,20080403,1,2.9499,2.95,2.84,2.8701,1400
4286,20080402,1,2.7,2.85,2.6,2.75,39300
4287,20080401,1,2.75,2.8,2.6999,2.7,6800
4288,20080331,1,2.7401,2.78,2.6601,2.75,10200
4289,20080328,1,2.8,2.8,2.74,2.75,2100
4290,20080327,1,2.8,2.8001,2.8,2.8,3900
4291,20080326,1,2.81,2.88,2.72,2.72,3400
4292,20080325,1,2.72,2.8,2.7,2.8,6600
4293,20080324,1,2.8,2.85,2.7,2.82,12700
4294,20080320,1,3.04,3.04,2.78,2.88,14400
4295,20080319,1,3.09,3.1501,3.09,3.12,23900
4296,20080318,1,3.18,3.22,3.1,3.11,12400
4297,20080317,1,3.51,4.4,2.98,3.18,94500
4298,20080314,1,4.0,4.0,3.75,3.85,3800
4299,20080313,1,3.91,4.1,3.8,4.1,9600
4300,20080312,1,3.9999,4.0001,3.99,4.0,6000
4301,20080311,1,3.9,3.9999,3.9,3.9999,3400
4302,20080310,1,3.95,4.0,3.95,4.0,300
4303,20080307,1,4.0,4.1,3.97,4.0,1200
4304,20080306,1,3.98,4.05,3.95,3.96,2000
4305,20080305,1,4.0,4.1,3.95,3.95,3000
4306,20080304,1,4.126,4.18,3.9,4.0,16900
4307,20080303,1,4.3,4.35,4.1,4.15,16600
4308,20080229,1,4.26,4.35,4.2,4.3299,8800
4309,20080228,1,4.2,4.35,4.2,4.2,3300
4310,20080227,1,4.3101,4.49,4.23,4.3,7000
4311,20080226,1,4.49,4.5,4.3,4.36,8600
4312,20080225,1,4.5,4.5,4.12,4.2,12600
4313,20080222,1,4.46,4.55,4.44,4.53,11900
4314,20080221,1,4.48,4.5,4.35,4.5,5100
4315,20080220,1,4.25,4.5,4.25,4.5,7900
4316,20080219,1,4.15,4.35,4.1,4.2501,11100
4317,20080215,1,4.43,4.5,4.04,4.25,20400
4318,20080214,1,4.51,4.65,4.51,4.55,4200
4319,20080213,1,4.52,4.63,4.4,4.55,13200
4320,20080212,1,4.67,4.75,4.6,4.74,8200
4321,20080211,1,4.52,4.6,4.5,4.5,7000
4322,20080208,1,4.55,4.55,4.45,4.55,10400
4323,20080207,1,4.5,4.5,4.4,4.5,1400
4324,20080206,1,4.44,4.5,4.31,4.5,5500
4325,20080205,1,4.32,4.5,4.25,4.45,10400
4326,20080204,1,4.2,4.45,4.12,4.3,14300
4327,20080201,1,4.28,4.33,3.86,4.0801,18500
4328,20080131,1,3.83,4.47,3.83,4.39,49500
4329,20080130,1,4.4,4.7,4.0001,4.1999,36500
4330,20080129,1,4.66,4.7,4.6,4.65,15400
4331,20080128,1,4.68,4.79,4.61,4.65,7200
4332,20080125,1,4.73,4.73,4.7,4.7,800
4333,20080124,1,4.76,4.85,4.7,4.7,12900
4334,20080123,1,4.78,4.8,4.65,4.75,13300
4335,20080122,1,4.73,4.83,4.73,4.83,1500
4336,20080118,1,4.8999,4.9,4.73,4.73,1500
4337,20080117,1,4.85,4.95,4.8,4.8,2400
4338,20080116,1,4.78,4.95,4.75,4.95,7800
4339,20080115,1,4.95,4.95,4.85,4.9,1700
4340,20080114,1,4.78,4.85,4.75,4.85,800
4341,20080111,1,4.8501,4.88,4.85,4.85,1400
4342,20080110,1,4.77,4.88,4.75,4.86,2500
4343,20080109,1,4.71,4.78,4.71,4.78,800
4344,20080108,1,4.79,4.88,4.71,4.77,24600
4345,20080107,1,4.72,4.88,4.31,4.7501,15700
4346,20080104,1,4.74,4.8,4.65,4.7,10400
4347,20080103,1,4.8,4.85,4.8,4.8,2200
4348,20080102,1,4.8601,4.95,4.8601,4.9,3700
4349,20071231,1,4.76,4.88,4.71,4.86,11600
4350,20071228,1,4.84,4.85,4.8,4.81,600
4351,20071227,1,4.79,4.85,4.76,4.85,5900
4352,20071226,1,4.78,4.7801,4.63,4.7,14300
4353,20071224,1,4.79,4.79,4.71,4.79,7900
4354,20071221,1,4.85,4.8734,4.75,4.81,3700
4355,20071220,1,4.8,4.9,4.8,4.8001,1400
4356,20071219,1,4.72,4.81,4.71,4.8,9500
4357,20071218,1,4.81,4.85,4.71,4.75,5600
4358,20071217,1,4.85,4.95,4.85,4.95,2900
4359,20071214,1,4.46,4.9,4.46,4.9,3000
4360,20071213,1,4.74,4.75,4.6,4.65,25500
4361,20071212,1,4.85,4.9,4.8,4.88,2400
4362,20071211,1,4.9,4.95,4.9,4.95,400
4363,20071210,1,4.95,4.95,4.95,4.95,0
4364,20071207,1,4.9,4.95,4.9,4.95,400
4365,20071206,1,4.81,4.95,4.8,4.85,4300
4366,20071205,1,5.0,5.1,4.95,4.95,2600
4367,20071204,1,4.9,5.0,4.8,5.0,3100
4368,20071203,1,4.9,4.9,4.81,4.8999,3400
4369,20071130,1,4.9,4.9,4.84,4.9,1500
4370,20071129,1,4.86,4.96,4.86,4.86,3600
4371,20071128,1,4.85,4.95,4.85,4.95,10000
4372,20071127,1,4.94,5.0,4.85,4.85,4600
4373,20071126,1,4.97,5.0,4.95,5.0,13800
4374,20071123,1,5.0,5.0,5.0,5.0,0
4375,20071121,1,5.0,5.0,5.0,5.0,900
4376,20071120,1,4.82,5.02,4.82,5.02,3900
4377,20071119,1,4.92,4.92,4.92,4.92,0
4378,20071116,1,4.92,4.92,4.92,4.92,0
4379,20071115,1,4.92,4.92,4.92,4.92,0
4380,20071114,1,4.82,4.92,4.82,4.92,300
4381,20071113,1,4.81,4.92,4.81,4.92,9100
4382,20071112,1,4.98,5.03,4.8,4.87,3100
4383,20071109,1,5.1,5.25,4.93,4.93,14300
4384,20071108,1,5.1,5.14,4.95,5.1,16000
4385,20071107,1,5.1,5.1,5.01,5.098,4700
4386,20071106,1,5.16,5.16,5.01,5.16,7200
4387,20071105,1,5.08,5.15,5.0799,5.1,1400
4388,20071102,1,5.1,5.1,5.1,5.1,600
4389,20071101,1,5.08,5.17,5.08,5.1,7000
4390,20071031,1,5.1001,5.2,5.1001,5.15,3200
4391,20071030,1,5.2,5.25,5.03,5.03,1700
4392,20071029,1,5.23,5.25,5.0201,5.2,2300
4393,20071026,1,5.25,5.25,5.15,5.25,1700
4394,20071025,1,5.25,5.3,5.25,5.3,5300
4395,20071024,1,5.21,5.3499,5.1,5.3499,4000
4396,20071023,1,5.17,5.22,5.1,5.22,2100
4397,20071022,1,5.2,5.2,5.2,5.2,0
4398,20071019,1,5.15,5.3,5.1201,5.2,5900
4399,20071018,1,5.24,5.25,5.2,5.25,900
4400,20071017,1,5.24,5.28,5.15,5.2,4300
4401,20071016,1,5.14,5.19,5.14,5.14,3200
4402,20071015,1,5.1501,5.25,5.15,5.15,1200
4403,20071012,1,5.1,5.1,5.1,5.1,0
4404,20071011,1,5.1,5.15,5.09,5.1001,1000
4405,20071010,1,5.2,5.2,5.2,5.2,0
4406,20071009,1,5.2001,5.25,5.1,5.2,2700
4407,20071008,1,5.11,5.29,5.06,5.29,4300
4408,20071005,1,5.1,5.29,5.1,5.25,900
